distance,fish,trial,session,phase,epoch,experiment
-2.136363636,7,9,2,perturbation,3,exp2_reverse
5.136363636,7,10,2,perturbation,3,exp2_reverse
-1.772727273,7,11,2,perturbation,3,exp2_reverse
7.181818182,7,12,2,perturbation,3,exp2_reverse
-2.636363636,7,13,2,perturbation,3,exp2_reverse
0.454545455,7,14,2,perturbation,4,exp2_reverse
-3.545454545,7,15,2,perturbation,4,exp2_reverse
-11.31818182,7,16,2,reverse perturbation,5,exp2_reverse
-11.09090909,7,17,2,reverse perturbation,5,exp2_reverse
-10.95454545,7,18,2,reverse perturbation,6,exp2_reverse
-8.5,7,19,2,reverse perturbation,6,exp2_reverse
-5.772727273,7,20,2,reverse perturbation,6,exp2_reverse
1.772727273,7,21,2,reverse perturbation,6,exp2_reverse
-4.272727273,7,22,2,reverse perturbation,6,exp2_reverse
-2.454545455,7,23,2,reverse perturbation,6,exp2_reverse
-0.590909091,7,24,2,reverse perturbation,7,exp2_reverse
-2.954545455,7,25,2,reverse perturbation,7,exp2_reverse
2.772727273,7,26,2,washout,8,exp2_reverse
-2.636363636,7,27,2,washout,8,exp2_reverse
-0.454545455,7,28,2,washout,9,exp2_reverse
-0.818181818,7,29,2,washout,9,exp2_reverse
-1.227272727,7,30,2,washout,9,exp2_reverse
1.181818182,7,1,3,baseline,1,exp2_reverse
-3.454545455,7,2,3,baseline,1,exp2_reverse
-0.227272727,7,3,3,baseline,1,exp2_reverse
1.363636364,7,4,3,baseline,1,exp2_reverse
1.136363636,7,5,3,baseline,1,exp2_reverse
7.954545455,7,6,3,perturbation,2,exp2_reverse
8.409090909,7,7,3,perturbation,2,exp2_reverse
0.818181818,7,8,3,perturbation,3,exp2_reverse
1,7,9,3,perturbation,3,exp2_reverse
0.727272727,7,10,3,perturbation,3,exp2_reverse
-0.181818182,7,11,3,perturbation,3,exp2_reverse
-1.181818182,7,12,3,perturbation,3,exp2_reverse
-0.409090909,7,13,3,perturbation,3,exp2_reverse
0.863636364,7,14,3,perturbation,4,exp2_reverse
0.727272727,7,15,3,perturbation,4,exp2_reverse
-10.31818182,7,16,3,reverse perturbation,5,exp2_reverse
-7.909090909,7,17,3,reverse perturbation,5,exp2_reverse
-9.136363636,7,18,3,reverse perturbation,6,exp2_reverse
-6.454545455,7,19,3,reverse perturbation,6,exp2_reverse
-1.318181818,7,20,3,reverse perturbation,6,exp2_reverse
-0.818181818,7,21,3,reverse perturbation,6,exp2_reverse
-2.863636364,7,22,3,reverse perturbation,6,exp2_reverse
-6.045454545,7,23,3,reverse perturbation,6,exp2_reverse
-4.045454545,7,24,3,reverse perturbation,7,exp2_reverse
-5.318181818,7,25,3,reverse perturbation,7,exp2_reverse
-0.227272727,7,26,3,washout,8,exp2_reverse
-6.181818182,7,27,3,washout,8,exp2_reverse
-9.909090909,7,28,3,washout,9,exp2_reverse
-9.636363636,7,29,3,washout,9,exp2_reverse
-3.318181818,7,30,3,washout,9,exp2_reverse
1.372727273,7,1,4,baseline,1,exp2_reverse
-5.172727273,7,2,4,baseline,1,exp2_reverse
4.963636364,7,3,4,baseline,1,exp2_reverse
-1.172727273,7,4,4,baseline,1,exp2_reverse
0.009090909,7,5,4,baseline,1,exp2_reverse
10.43636364,7,6,4,perturbation,2,exp2_reverse
1.436363636,7,7,4,perturbation,2,exp2_reverse
0.618181818,7,8,4,perturbation,3,exp2_reverse
6.436363636,7,9,4,perturbation,3,exp2_reverse
1.254545455,7,10,4,perturbation,3,exp2_reverse
0.3,7,11,4,perturbation,3,exp2_reverse
5.072727273,7,12,4,perturbation,4,exp2_reverse
-0.836363636,7,13,4,perturbation,4,exp2_reverse
-8.927272727,7,14,4,reverse perturbation,5,exp2_reverse
-3.481818182,7,15,4,reverse perturbation,5,exp2_reverse
-7.609090909,7,16,4,reverse perturbation,6,exp2_reverse
-1.654545455,7,17,4,reverse perturbation,6,exp2_reverse
-0.381818182,7,18,4,reverse perturbation,6,exp2_reverse
-3.472727273,7,19,4,reverse perturbation,6,exp2_reverse
0.390909091,7,20,4,reverse perturbation,6,exp2_reverse
-3.790909091,7,21,4,reverse perturbation,7,exp2_reverse
-1.154545455,7,22,4,reverse perturbation,7,exp2_reverse
2.481818182,7,23,4,washout,8,exp2_reverse
0.209090909,7,24,4,washout,8,exp2_reverse
1.345454545,7,25,4,washout,9,exp2_reverse
1.027272727,7,26,4,washout,9,exp2_reverse
1.845454545,7,27,4,washout,9,exp2_reverse
1.245454545,7,1,5,baseline,1,exp2_reverse
-1.163636364,7,2,5,baseline,1,exp2_reverse
-5.572727273,7,3,5,baseline,1,exp2_reverse
1.7,7,4,5,baseline,1,exp2_reverse
3.790909091,7,5,5,baseline,1,exp2_reverse
10.24545455,7,6,5,perturbation,2,exp2_reverse
6.518181818,7,7,5,perturbation,2,exp2_reverse
5.563636364,7,8,5,perturbation,3,exp2_reverse
1.245454545,7,9,5,perturbation,3,exp2_reverse
1.154545455,7,10,5,perturbation,3,exp2_reverse
2.972727273,7,11,5,perturbation,3,exp2_reverse
1.472727273,7,12,5,perturbation,3,exp2_reverse
3.2,7,13,5,perturbation,4,exp2_reverse
1.972727273,7,14,5,perturbation,4,exp2_reverse
-11.07272727,7,15,5,reverse perturbation,5,exp2_reverse
-6.027272727,7,16,5,reverse perturbation,5,exp2_reverse
-7.163636364,7,17,5,reverse perturbation,6,exp2_reverse
3.7,7,18,5,reverse perturbation,6,exp2_reverse
-0.572727273,7,19,5,reverse perturbation,6,exp2_reverse
-0.072727273,7,20,5,reverse perturbation,6,exp2_reverse
0.7,7,21,5,reverse perturbation,6,exp2_reverse
-0.709090909,7,22,5,reverse perturbation,7,exp2_reverse
-0.072727273,7,23,5,reverse perturbation,7,exp2_reverse
3.927272727,7,24,5,washout,8,exp2_reverse
1.790909091,7,25,5,washout,8,exp2_reverse
-4.209090909,7,26,5,washout,9,exp2_reverse
-3.663636364,7,27,5,washout,9,exp2_reverse
2.2,7,28,5,washout,9,exp2_reverse
0.561904762,7,1,6,baseline,1,exp2_reverse
-0.628571429,7,2,6,baseline,1,exp2_reverse
1.657142857,7,3,6,baseline,1,exp2_reverse
0.561904762,7,4,6,baseline,1,exp2_reverse
-2.152380952,7,5,6,baseline,1,exp2_reverse
2.752380952,7,6,6,perturbation,2,exp2_reverse
6.752380952,7,7,6,perturbation,2,exp2_reverse
-8.247619048,7,8,6,perturbation,3,exp2_reverse
-0.676190476,7,9,6,perturbation,3,exp2_reverse
-0.2,7,10,6,perturbation,3,exp2_reverse
0.323809524,7,11,6,perturbation,4,exp2_reverse
-0.580952381,7,12,6,perturbation,4,exp2_reverse
-9.485714286,7,13,6,reverse perturbation,5,exp2_reverse
-7.438095238,7,14,6,reverse perturbation,5,exp2_reverse
-4.485714286,7,15,6,reverse perturbation,6,exp2_reverse
-1.628571429,7,16,6,reverse perturbation,6,exp2_reverse
-1.961904762,7,17,6,reverse perturbation,6,exp2_reverse
-1.342857143,7,18,6,reverse perturbation,6,exp2_reverse
-4.152380952,7,19,6,reverse perturbation,6,exp2_reverse
-1.533333333,7,20,6,reverse perturbation,6,exp2_reverse
-2.057142857,7,21,6,reverse perturbation,7,exp2_reverse
-2.342857143,7,22,6,reverse perturbation,7,exp2_reverse
4.228571429,7,23,6,washout,8,exp2_reverse
-1.580952381,7,24,6,washout,8,exp2_reverse
0.038095238,7,25,6,washout,9,exp2_reverse
0.323809524,7,26,6,washout,9,exp2_reverse
1.038095238,7,27,6,washout,9,exp2_reverse
0.103174603,7,1,7,baseline,1,exp2_reverse
2.579365079,7,2,7,baseline,1,exp2_reverse
-1.658730159,7,3,7,baseline,1,exp2_reverse
2.626984127,7,4,7,baseline,1,exp2_reverse
-1.992063492,7,5,7,baseline,1,exp2_reverse
-1.658730159,7,6,7,baseline,1,exp2_reverse
8.007936508,7,7,7,perturbation,2,exp2_reverse
4.626984127,7,8,7,perturbation,2,exp2_reverse
4.198412698,7,9,7,perturbation,3,exp2_reverse
-2.801587302,7,10,7,perturbation,3,exp2_reverse
5.198412698,7,11,7,perturbation,3,exp2_reverse
2.436507937,7,12,7,perturbation,3,exp2_reverse
-0.03968254,7,13,7,perturbation,4,exp2_reverse
0.293650794,7,14,7,perturbation,4,exp2_reverse
-12.18253968,7,15,7,reverse perturbation,5,exp2_reverse
-9.896825397,7,16,7,reverse perturbation,5,exp2_reverse
-2.992063492,7,17,7,reverse perturbation,6,exp2_reverse
-4.753968254,7,18,7,reverse perturbation,6,exp2_reverse
-0.801587302,7,19,7,reverse perturbation,6,exp2_reverse
0.579365079,7,20,7,reverse perturbation,6,exp2_reverse
-1.515873016,7,21,7,reverse perturbation,6,exp2_reverse
-2.182539683,7,22,7,reverse perturbation,7,exp2_reverse
-2.277777778,7,23,7,reverse perturbation,7,exp2_reverse
7.626984127,7,24,7,washout,8,exp2_reverse
-4.03968254,7,25,7,washout,8,exp2_reverse
4.103174603,7,26,7,washout,9,exp2_reverse
5.007936508,7,27,7,washout,9,exp2_reverse
1.150793651,7,28,7,washout,9,exp2_reverse
-3.771428571,7,1,8,baseline,1,exp2_reverse
2.133333333,7,2,8,baseline,1,exp2_reverse
2.8,7,3,8,baseline,1,exp2_reverse
0.657142857,7,4,8,baseline,1,exp2_reverse
-1.819047619,7,5,8,baseline,1,exp2_reverse
4.514285714,7,6,8,perturbation,2,exp2_reverse
5.466666667,7,7,8,perturbation,2,exp2_reverse
4.704761905,7,8,8,perturbation,3,exp2_reverse
5.180952381,7,9,8,perturbation,3,exp2_reverse
-2.819047619,7,10,8,perturbation,3,exp2_reverse
3.99047619,7,11,8,perturbation,3,exp2_reverse
-7.676190476,7,12,8,perturbation,4,exp2_reverse
0.752380952,7,13,8,perturbation,4,exp2_reverse
-10.58095238,7,14,8,reverse perturbation,5,exp2_reverse
-4.704761905,7,15,8,reverse perturbation,5,exp2_reverse
1.085714286,7,16,8,reverse perturbation,6,exp2_reverse
-1.533333333,7,17,8,reverse perturbation,6,exp2_reverse
-4.533333333,7,18,8,reverse perturbation,6,exp2_reverse
-0.723809524,7,19,8,reverse perturbation,6,exp2_reverse
0.561904762,7,20,8,reverse perturbation,6,exp2_reverse
-5.485714286,7,21,8,reverse perturbation,6,exp2_reverse
-2.533333333,7,22,8,reverse perturbation,7,exp2_reverse
-2.628571429,7,23,8,reverse perturbation,7,exp2_reverse
6.180952381,7,24,8,washout,8,exp2_reverse
4.419047619,7,25,8,washout,8,exp2_reverse
-7.866666667,7,26,8,washout,9,exp2_reverse
-5.247619048,7,27,8,washout,9,exp2_reverse
0.180952381,7,28,8,washout,9,exp2_reverse
