distance,fish,trial,session,phase,epoch,experiment
2.954534884,3,5,8,baseline,1,exp2_reverse
1.334534884,3,6,8,baseline,1,exp2_reverse
8.774534884,3,7,8,perturbation,2,exp2_reverse
1.854534884,3,8,8,perturbation,2,exp2_reverse
1.984534884,3,9,8,perturbation,3,exp2_reverse
6.154534884,3,10,8,perturbation,3,exp2_reverse
0.514534884,3,11,8,perturbation,3,exp2_reverse
6.904534884,3,12,8,perturbation,3,exp2_reverse
2.084534884,3,13,8,perturbation,3,exp2_reverse
5.124534884,3,14,8,perturbation,3,exp2_reverse
4.404534884,3,15,8,perturbation,4,exp2_reverse
5.124534884,3,16,8,perturbation,4,exp2_reverse
-10.90453488,3,17,8,reverse perturbation,5,exp2_reverse
-10.25453488,3,18,8,reverse perturbation,5,exp2_reverse
-11.40453488,3,19,8,reverse perturbation,6,exp2_reverse
-11.85453488,3,20,8,reverse perturbation,6,exp2_reverse
-10.90453488,3,21,8,reverse perturbation,6,exp2_reverse
-10.05453488,3,22,8,reverse perturbation,6,exp2_reverse
-11.70453488,3,23,8,reverse perturbation,6,exp2_reverse
-7.224534884,3,24,8,reverse perturbation,6,exp2_reverse
-8.374534884,3,25,8,reverse perturbation,6,exp2_reverse
-10.20453488,3,26,8,reverse perturbation,6,exp2_reverse
-7.514534884,3,27,8,reverse perturbation,6,exp2_reverse
-9.354534884,3,28,8,reverse perturbation,6,exp2_reverse
-9.204534884,3,29,8,reverse perturbation,6,exp2_reverse
-9.804534884,3,30,8,reverse perturbation,6,exp2_reverse
-7.854534884,3,31,8,reverse perturbation,6,exp2_reverse
-8.974534884,3,32,8,reverse perturbation,6,exp2_reverse
-11.25453488,3,33,8,reverse perturbation,6,exp2_reverse
-5.954534884,3,34,8,reverse perturbation,7,exp2_reverse
-2.234534884,3,35,8,reverse perturbation,7,exp2_reverse
8.154534884,3,36,8,washout,8,exp2_reverse
4.224534884,3,37,8,washout,8,exp2_reverse
6.104534884,3,38,8,washout,9,exp2_reverse
6.174534884,3,39,8,washout,9,exp2_reverse
3.154534884,3,40,8,washout,9,exp2_reverse
3.754534884,3,41,8,washout,9,exp2_reverse
-1.515465116,3,42,8,washout,9,exp2_reverse
-6.795465116,3,1,9,baseline,1,exp2_reverse
-6.365465116,3,2,9,baseline,1,exp2_reverse
-5.195465116,3,3,9,baseline,1,exp2_reverse
-4.545465116,3,4,9,baseline,1,exp2_reverse
-2.095465116,3,5,9,baseline,1,exp2_reverse
-2.765465116,3,6,9,baseline,1,exp2_reverse
4.054534884,3,7,9,perturbation,2,exp2_reverse
-0.195465116,3,8,9,perturbation,2,exp2_reverse
-1.795465116,3,9,9,perturbation,3,exp2_reverse
4.079534884,3,10,9,perturbation,3,exp2_reverse
1.884534884,3,11,9,perturbation,3,exp2_reverse
1.784534884,3,12,9,perturbation,3,exp2_reverse
-1.665465116,3,13,9,perturbation,3,exp2_reverse
3.029534884,3,14,9,perturbation,3,exp2_reverse
-0.545465116,3,15,9,perturbation,4,exp2_reverse
-1.175465116,3,16,9,perturbation,4,exp2_reverse
-16.57453488,3,17,9,reverse perturbation,5,exp2_reverse
-21.20453488,3,18,9,reverse perturbation,5,exp2_reverse
-18.62453488,3,19,9,reverse perturbation,6,exp2_reverse
-16.65453488,3,20,9,reverse perturbation,6,exp2_reverse
-15.40453488,3,21,9,reverse perturbation,6,exp2_reverse
-15.61453488,3,22,9,reverse perturbation,6,exp2_reverse
-16.82453488,3,23,9,reverse perturbation,6,exp2_reverse
-14.80453488,3,24,9,reverse perturbation,6,exp2_reverse
-16.77453488,3,25,9,reverse perturbation,6,exp2_reverse
-13.37453488,3,26,9,reverse perturbation,6,exp2_reverse
-11.90453488,3,27,9,reverse perturbation,6,exp2_reverse
-15.75453488,3,28,9,reverse perturbation,6,exp2_reverse
-14.77453488,3,29,9,reverse perturbation,6,exp2_reverse
-13.70453488,3,30,9,reverse perturbation,6,exp2_reverse
-12.30453488,3,31,9,reverse perturbation,6,exp2_reverse
-13.67453488,3,32,9,reverse perturbation,6,exp2_reverse
-7.974534884,3,33,9,reverse perturbation,6,exp2_reverse
-5.674534884,3,34,9,reverse perturbation,7,exp2_reverse
-4.704534884,3,35,9,reverse perturbation,7,exp2_reverse
7.104534884,3,36,9,washout,8,exp2_reverse
2.604534884,3,37,9,washout,8,exp2_reverse
2.704534884,3,38,9,washout,9,exp2_reverse
2.954534884,3,39,9,washout,9,exp2_reverse
4.004534884,3,40,9,washout,9,exp2_reverse
0.434534884,3,41,9,washout,9,exp2_reverse
-4.395465116,3,42,9,washout,9,exp2_reverse
-0.545465116,3,1,10,baseline,1,exp2_reverse
-3.065465116,3,2,10,baseline,1,exp2_reverse
1.584534884,3,3,10,baseline,1,exp2_reverse
-1.555465116,3,4,10,baseline,1,exp2_reverse
3.754534884,3,5,10,baseline,1,exp2_reverse
7.854534884,3,6,10,perturbation,2,exp2_reverse
3.394534884,3,7,10,perturbation,2,exp2_reverse
5.304534884,3,8,10,perturbation,3,exp2_reverse
3.704534884,3,9,10,perturbation,3,exp2_reverse
4.724534884,3,10,10,perturbation,3,exp2_reverse
4.774534884,3,11,10,perturbation,3,exp2_reverse
6.124534884,3,12,10,perturbation,3,exp2_reverse
4.254534884,3,13,10,perturbation,3,exp2_reverse
-0.795465116,3,14,10,perturbation,4,exp2_reverse
4.624534884,3,15,10,perturbation,4,exp2_reverse
-10.07453488,3,16,10,reverse perturbation,5,exp2_reverse
-9.854534884,3,17,10,reverse perturbation,5,exp2_reverse
-4.624534884,3,18,10,reverse perturbation,6,exp2_reverse
-9.104534884,3,19,10,reverse perturbation,6,exp2_reverse
-14.22453488,3,20,10,reverse perturbation,6,exp2_reverse
-13.25453488,3,21,10,reverse perturbation,6,exp2_reverse
-9.554534884,3,22,10,reverse perturbation,6,exp2_reverse
-11.32453488,3,23,10,reverse perturbation,6,exp2_reverse
-7.754534884,3,24,10,reverse perturbation,6,exp2_reverse
-17.42453488,3,25,10,reverse perturbation,6,exp2_reverse
-9.574534884,3,26,10,reverse perturbation,6,exp2_reverse
-8.104534884,3,27,10,reverse perturbation,6,exp2_reverse
-11.67453488,3,28,10,reverse perturbation,6,exp2_reverse
-6.174534884,3,29,10,reverse perturbation,6,exp2_reverse
-9.524534884,3,30,10,reverse perturbation,6,exp2_reverse
-6.874534884,3,31,10,reverse perturbation,6,exp2_reverse
-9.124534884,3,32,10,reverse perturbation,6,exp2_reverse
-11.12453488,3,33,10,reverse perturbation,6,exp2_reverse
-5.704534884,3,34,10,reverse perturbation,7,exp2_reverse
-5.874534884,3,35,10,reverse perturbation,7,exp2_reverse
3.434534884,3,36,10,washout,8,exp2_reverse
1.954534884,3,37,10,washout,8,exp2_reverse
-0.015465116,3,38,10,washout,9,exp2_reverse
3.524534884,3,39,10,washout,9,exp2_reverse
-0.395465116,3,40,10,washout,9,exp2_reverse
-0.465465116,3,41,10,washout,9,exp2_reverse
2.304534884,3,42,10,washout,9,exp2_reverse
-1.115465116,3,1,11,baseline,1,exp2_reverse
-3.915465116,3,2,11,baseline,1,exp2_reverse
-5.195465116,3,3,11,baseline,1,exp2_reverse
-1.565465116,3,4,11,baseline,1,exp2_reverse
-3.445465116,3,5,11,baseline,1,exp2_reverse
-2.315465116,3,6,11,baseline,1,exp2_reverse
5.884534884,3,7,11,perturbation,2,exp2_reverse
7.204534884,3,8,11,perturbation,2,exp2_reverse
5.674534884,3,9,11,perturbation,3,exp2_reverse
4.274534884,3,10,11,perturbation,3,exp2_reverse
4.204534884,3,11,11,perturbation,3,exp2_reverse
10.07453488,3,12,11,perturbation,3,exp2_reverse
4.724534884,3,13,11,perturbation,3,exp2_reverse
5.254534884,3,14,11,perturbation,3,exp2_reverse
3.484534884,3,15,11,perturbation,4,exp2_reverse
3.204534884,3,16,11,perturbation,4,exp2_reverse
-9.204534884,3,17,11,reverse perturbation,5,exp2_reverse
-5.674534884,3,18,11,reverse perturbation,5,exp2_reverse
-4.274534884,3,19,11,reverse perturbation,6,exp2_reverse
-4.204534884,3,20,11,reverse perturbation,6,exp2_reverse
-10.07453488,3,21,11,reverse perturbation,6,exp2_reverse
-4.724534884,3,22,11,reverse perturbation,6,exp2_reverse
-5.254534884,3,23,11,reverse perturbation,6,exp2_reverse
-3.484534884,3,24,11,reverse perturbation,6,exp2_reverse
-5.704534884,3,25,11,reverse perturbation,6,exp2_reverse
-12.22453488,3,26,11,reverse perturbation,6,exp2_reverse
-7.154534884,3,27,11,reverse perturbation,6,exp2_reverse
-5.074534884,3,28,11,reverse perturbation,6,exp2_reverse
-7.704534884,3,29,11,reverse perturbation,6,exp2_reverse
-8.524534884,3,30,11,reverse perturbation,6,exp2_reverse
-12.29453488,3,31,11,reverse perturbation,6,exp2_reverse
-13.17453488,3,32,11,reverse perturbation,6,exp2_reverse
-8.354534884,3,33,11,reverse perturbation,6,exp2_reverse
-6.954534884,3,34,11,reverse perturbation,6,exp2_reverse
-6.074534884,3,35,11,reverse perturbation,7,exp2_reverse
-5.424534884,3,36,11,reverse perturbation,7,exp2_reverse
6.054534884,3,37,11,washout,8,exp2_reverse
3.804534884,3,38,11,washout,8,exp2_reverse
6.304534884,3,39,11,washout,9,exp2_reverse
-2.265465116,3,40,11,washout,9,exp2_reverse
0.004534884,3,41,11,washout,9,exp2_reverse
1.184534884,3,42,11,washout,9,exp2_reverse
-1.145465116,3,43,11,washout,9,exp2_reverse
-4.585465116,3,1,12,baseline,1,exp2_reverse
-3.915465116,3,2,12,baseline,1,exp2_reverse
-6.615465116,3,3,12,baseline,1,exp2_reverse
-0.245465116,3,4,12,baseline,1,exp2_reverse
-5.015465116,3,5,12,baseline,1,exp2_reverse
1.754534884,3,6,12,baseline,1,exp2_reverse
6.084534884,3,7,12,perturbation,2,exp2_reverse
8.024534884,3,8,12,perturbation,2,exp2_reverse
-4.295465116,3,9,12,perturbation,3,exp2_reverse
2.784534884,3,10,12,perturbation,3,exp2_reverse
1.334534884,3,11,12,perturbation,3,exp2_reverse
2.634534884,3,12,12,perturbation,3,exp2_reverse
4.274534884,3,13,12,perturbation,3,exp2_reverse
0.534534884,3,14,12,perturbation,3,exp2_reverse
5.554534884,3,15,12,perturbation,4,exp2_reverse
-0.965465116,3,16,12,perturbation,4,exp2_reverse
-16.55453488,3,17,12,reverse perturbation,5,exp2_reverse
-15.02453488,3,18,12,reverse perturbation,5,exp2_reverse
-12.57453488,3,19,12,reverse perturbation,6,exp2_reverse
-11.35453488,3,20,12,reverse perturbation,6,exp2_reverse
-11.45453488,3,21,12,reverse perturbation,6,exp2_reverse
-9.524534884,3,22,12,reverse perturbation,6,exp2_reverse
-10.15453488,3,23,12,reverse perturbation,6,exp2_reverse
-7.924534884,3,24,12,reverse perturbation,6,exp2_reverse
-22.70453488,3,25,12,reverse perturbation,6,exp2_reverse
-18.52453488,3,26,12,reverse perturbation,6,exp2_reverse
-13.10453488,3,27,12,reverse perturbation,6,exp2_reverse
-9.904534884,3,28,12,reverse perturbation,6,exp2_reverse
-10.40453488,3,29,12,reverse perturbation,6,exp2_reverse
-13.17453488,3,30,12,reverse perturbation,6,exp2_reverse
-8.504534884,3,31,12,reverse perturbation,6,exp2_reverse
-13.75453488,3,32,12,reverse perturbation,6,exp2_reverse
-2.634534884,3,33,12,reverse perturbation,6,exp2_reverse
-5.824534884,3,34,12,reverse perturbation,7,exp2_reverse
-5.074534884,3,35,12,reverse perturbation,7,exp2_reverse
6.374534884,3,36,12,washout,8,exp2_reverse
2.824534884,3,37,12,washout,8,exp2_reverse
2.354534884,3,38,12,washout,9,exp2_reverse
2.924534884,3,39,12,washout,9,exp2_reverse
2.054534884,3,40,12,washout,9,exp2_reverse
3.924534884,3,41,12,washout,9,exp2_reverse
-0.245465116,3,42,12,washout,9,exp2_reverse
-1.245465116,3,1,13,baseline,1,exp2_reverse
7.324534884,3,2,13,baseline,1,exp2_reverse
5.804534884,3,3,13,baseline,1,exp2_reverse
-0.515465116,3,4,13,baseline,1,exp2_reverse
5.274534884,3,5,13,baseline,1,exp2_reverse
7.874534884,3,6,13,perturbation,2,exp2_reverse
6.024534884,3,7,13,perturbation,2,exp2_reverse
7.574534884,3,8,13,perturbation,3,exp2_reverse
5.754534884,3,9,13,perturbation,3,exp2_reverse
4.724534884,3,10,13,perturbation,3,exp2_reverse
12.37453488,3,11,13,perturbation,3,exp2_reverse
5.354534884,3,12,13,perturbation,3,exp2_reverse
4.824534884,3,13,13,perturbation,3,exp2_reverse
5.224534884,3,14,13,perturbation,4,exp2_reverse
3.884534884,3,15,13,perturbation,4,exp2_reverse
-15.87453488,3,16,13,reverse perturbation,5,exp2_reverse
-15.40453488,3,17,13,reverse perturbation,5,exp2_reverse
-8.274534884,3,18,13,reverse perturbation,6,exp2_reverse
-13.25453488,3,19,13,reverse perturbation,6,exp2_reverse
-8.024534884,3,20,13,reverse perturbation,6,exp2_reverse
-11.10453488,3,21,13,reverse perturbation,6,exp2_reverse
-11.12453488,3,22,13,reverse perturbation,6,exp2_reverse
-11.47453488,3,23,13,reverse perturbation,6,exp2_reverse
-11.95453488,3,24,13,reverse perturbation,6,exp2_reverse
-8.754534884,3,25,13,reverse perturbation,6,exp2_reverse
-13.32453488,3,26,13,reverse perturbation,6,exp2_reverse
-8.874534884,3,27,13,reverse perturbation,6,exp2_reverse
-10.22453488,3,28,13,reverse perturbation,6,exp2_reverse
-6.924534884,3,29,13,reverse perturbation,6,exp2_reverse
-8.604534884,3,30,13,reverse perturbation,6,exp2_reverse
-10.12453488,3,31,13,reverse perturbation,6,exp2_reverse
-12.27453488,3,32,13,reverse perturbation,7,exp2_reverse
-4.604534884,3,33,13,reverse perturbation,7,exp2_reverse
2.254534884,3,34,13,washout,8,exp2_reverse
1.304534884,3,35,13,washout,8,exp2_reverse
2.054534884,3,36,13,washout,9,exp2_reverse
0.154534884,3,37,13,washout,9,exp2_reverse
3.484534884,3,38,13,washout,9,exp2_reverse
-0.365465116,3,39,13,washout,9,exp2_reverse
0.054534884,3,40,13,washout,9,exp2_reverse
-2.115465116,3,1,14,baseline,1,exp2_reverse
2.604534884,3,2,14,baseline,1,exp2_reverse
4.704534884,3,3,14,baseline,1,exp2_reverse
2.604534884,3,4,14,baseline,1,exp2_reverse
-2.095465116,3,5,14,baseline,1,exp2_reverse
0.004534884,3,6,14,baseline,1,exp2_reverse
7.904534884,3,7,14,perturbation,2,exp2_reverse
5.404534884,3,8,14,perturbation,2,exp2_reverse
7.184534884,3,9,14,perturbation,3,exp2_reverse
8.654534884,3,10,14,perturbation,3,exp2_reverse
7.524534884,3,11,14,perturbation,3,exp2_reverse
3.204534884,3,12,14,perturbation,3,exp2_reverse
5.674534884,3,13,14,perturbation,3,exp2_reverse
6.924534884,3,14,14,perturbation,4,exp2_reverse
5.574534884,3,15,14,perturbation,4,exp2_reverse
-11.13453488,3,16,14,reverse perturbation,5,exp2_reverse
-13.90453488,3,17,14,reverse perturbation,5,exp2_reverse
-9.534534884,3,18,14,reverse perturbation,6,exp2_reverse
-5.654534884,3,19,14,reverse perturbation,6,exp2_reverse
-10.37453488,3,20,14,reverse perturbation,6,exp2_reverse
-13.98453488,3,21,14,reverse perturbation,6,exp2_reverse
-11.75453488,3,22,14,reverse perturbation,6,exp2_reverse
-6.184534884,3,23,14,reverse perturbation,6,exp2_reverse
-5.474534884,3,24,14,reverse perturbation,6,exp2_reverse
-14.92453488,3,25,14,reverse perturbation,6,exp2_reverse
-5.304534884,3,26,14,reverse perturbation,6,exp2_reverse
-8.354534884,3,27,14,reverse perturbation,6,exp2_reverse
-12.65453488,3,28,14,reverse perturbation,6,exp2_reverse
-2.454534884,3,29,14,reverse perturbation,6,exp2_reverse
-5.254534884,3,30,14,reverse perturbation,6,exp2_reverse
-4.384534884,3,31,14,reverse perturbation,6,exp2_reverse
-10.77453488,3,32,14,reverse perturbation,6,exp2_reverse
-4.724534884,3,33,14,reverse perturbation,7,exp2_reverse
-7.354534884,3,34,14,reverse perturbation,7,exp2_reverse
10.22453488,3,35,14,washout,8,exp2_reverse
5.954534884,3,36,14,washout,8,exp2_reverse
4.474534884,3,37,14,washout,9,exp2_reverse
6.454534884,3,38,14,washout,9,exp2_reverse
4.154534884,3,39,14,washout,9,exp2_reverse
-0.295465116,3,40,14,washout,9,exp2_reverse
1.434534884,3,41,14,washout,9,exp2_reverse
-6.595465116,3,1,15,baseline,1,exp2_reverse
2.684534884,3,2,15,baseline,1,exp2_reverse
2.704534884,3,3,15,baseline,1,exp2_reverse
3.184534884,3,4,15,baseline,1,exp2_reverse
-5.665465116,3,5,15,baseline,1,exp2_reverse
0.584534884,3,6,15,baseline,1,exp2_reverse
10.02453488,3,7,15,perturbation,2,exp2_reverse
6.004534884,3,8,15,perturbation,2,exp2_reverse
4.674534884,3,9,15,perturbation,3,exp2_reverse
8.154534884,3,10,15,perturbation,3,exp2_reverse
11.40453488,3,11,15,perturbation,3,exp2_reverse
7.124534884,3,12,15,perturbation,3,exp2_reverse
7.754534884,3,13,15,perturbation,3,exp2_reverse
9.224534884,3,14,15,perturbation,3,exp2_reverse
4.184534884,3,15,15,perturbation,4,exp2_reverse
3.804534884,3,16,15,perturbation,4,exp2_reverse
-11.87453488,3,17,15,reverse perturbation,5,exp2_reverse
-13.15453488,3,18,15,reverse perturbation,5,exp2_reverse
-15.15453488,3,19,15,reverse perturbation,6,exp2_reverse
-9.774534884,3,20,15,reverse perturbation,6,exp2_reverse
-12.62453488,3,21,15,reverse perturbation,6,exp2_reverse
-9.854534884,3,22,15,reverse perturbation,6,exp2_reverse
-11.45453488,3,23,15,reverse perturbation,6,exp2_reverse
-7.204534884,3,24,15,reverse perturbation,6,exp2_reverse
-11.37453488,3,25,15,reverse perturbation,6,exp2_reverse
-3.084534884,3,26,15,reverse perturbation,6,exp2_reverse
-13.42453488,3,27,15,reverse perturbation,6,exp2_reverse
-5.554534884,3,28,15,reverse perturbation,6,exp2_reverse
-8.104534884,3,29,15,reverse perturbation,6,exp2_reverse
-6.674534884,3,30,15,reverse perturbation,6,exp2_reverse
-8.074534884,3,31,15,reverse perturbation,7,exp2_reverse
-7.524534884,3,32,15,reverse perturbation,7,exp2_reverse
2.604534884,3,33,15,washout,8,exp2_reverse
0.534534884,3,34,15,washout,8,exp2_reverse
-3.115465116,3,35,15,washout,9,exp2_reverse
-1.115465116,3,36,15,washout,9,exp2_reverse
3.054534884,3,37,15,washout,9,exp2_reverse
3.804534884,3,38,15,washout,9,exp2_reverse
-2.715465116,3,39,15,washout,9,exp2_reverse
0.415,6,1,1,baseline,1,exp2_reverse
1.465,6,2,1,baseline,1,exp2_reverse
-0.385,6,3,1,baseline,1,exp2_reverse
-0.21,6,4,1,baseline,1,exp2_reverse
-1.285,6,5,1,baseline,1,exp2_reverse
4.54,6,6,1,perturbation,2,exp2_reverse
-0.385,6,7,1,perturbation,2,exp2_reverse
3.99,6,8,1,perturbation,3,exp2_reverse
-1.835,6,9,1,perturbation,3,exp2_reverse
0.315,6,10,1,perturbation,3,exp2_reverse
-0.66,6,11,1,perturbation,3,exp2_reverse
-2.485,6,12,1,perturbation,4,exp2_reverse
-0.11,6,13,1,perturbation,4,exp2_reverse
-11.335,6,14,1,reverse perturbation,5,exp2_reverse
-8.16,6,15,1,reverse perturbation,5,exp2_reverse
-3.91,6,16,1,reverse perturbation,6,exp2_reverse
-4.785,6,17,1,reverse perturbation,6,exp2_reverse
-1.635,6,18,1,reverse perturbation,6,exp2_reverse
-7.885,6,19,1,reverse perturbation,6,exp2_reverse
-0.085,6,20,1,reverse perturbation,6,exp2_reverse
-7.81,6,21,1,reverse perturbation,6,exp2_reverse
-5.91,6,22,1,reverse perturbation,6,exp2_reverse
-7.735,6,23,1,reverse perturbation,6,exp2_reverse
-5.71,6,24,1,reverse perturbation,6,exp2_reverse
-6.935,6,25,1,reverse perturbation,6,exp2_reverse
-6.385,6,26,1,reverse perturbation,7,exp2_reverse
-4.735,6,27,1,reverse perturbation,7,exp2_reverse
1.69,6,28,1,washout,8,exp2_reverse
-1.885,6,29,1,washout,8,exp2_reverse
-2.76,6,30,1,washout,9,exp2_reverse
2.465,6,31,1,washout,9,exp2_reverse
0.84,6,32,1,washout,9,exp2_reverse
-2.035,6,33,1,washout,9,exp2_reverse
4.19,6,1,2,baseline,1,exp2_reverse
-0.41,6,2,2,baseline,1,exp2_reverse
-0.285,6,3,2,baseline,1,exp2_reverse
-3.785,6,4,2,baseline,1,exp2_reverse
0.29,6,5,2,baseline,1,exp2_reverse
4.64,6,6,2,perturbation,2,exp2_reverse
5.04,6,7,2,perturbation,2,exp2_reverse
3.14,6,8,2,perturbation,3,exp2_reverse
2.065,6,9,2,perturbation,3,exp2_reverse
1.54,6,10,2,perturbation,3,exp2_reverse
2.24,6,11,2,perturbation,3,exp2_reverse
6.065,6,12,2,perturbation,3,exp2_reverse
-0.41,6,13,2,perturbation,3,exp2_reverse
-1.21,6,14,2,perturbation,4,exp2_reverse
1.34,6,15,2,perturbation,4,exp2_reverse
-19.91,6,16,2,reverse perturbation,5,exp2_reverse
-22.46,6,17,2,reverse perturbation,5,exp2_reverse
-10.185,6,18,2,reverse perturbation,6,exp2_reverse
-7.635,6,19,2,reverse perturbation,6,exp2_reverse
-5.935,6,20,2,reverse perturbation,6,exp2_reverse
-1.385,6,21,2,reverse perturbation,6,exp2_reverse
-7.36,6,22,2,reverse perturbation,6,exp2_reverse
-3.035,6,23,2,reverse perturbation,6,exp2_reverse
-5.71,6,24,2,reverse perturbation,6,exp2_reverse
-3.035,6,25,2,reverse perturbation,6,exp2_reverse
-0.46,6,26,2,reverse perturbation,6,exp2_reverse
-6.435,6,27,2,reverse perturbation,6,exp2_reverse
-0.685,6,28,2,reverse perturbation,6,exp2_reverse
-3.81,6,29,2,reverse perturbation,7,exp2_reverse
-2.985,6,30,2,reverse perturbation,7,exp2_reverse
2.54,6,31,2,washout,8,exp2_reverse
2.29,6,32,2,washout,8,exp2_reverse
1.215,6,33,2,washout,9,exp2_reverse
-1.635,6,34,2,washout,9,exp2_reverse
0.315,6,35,2,washout,9,exp2_reverse
1.14,6,36,2,washout,9,exp2_reverse
2.780952381,6,1,3,baseline,1,exp2_reverse
-1.171428571,6,2,3,baseline,1,exp2_reverse
1.757142857,6,3,3,baseline,1,exp2_reverse
-4.623809524,6,4,3,baseline,1,exp2_reverse
1.257142857,6,5,3,baseline,1,exp2_reverse
8.114285714,6,6,3,perturbation,2,exp2_reverse
6.257142857,6,7,3,perturbation,2,exp2_reverse
2.59047619,6,8,3,perturbation,3,exp2_reverse
5.4,6,9,3,perturbation,3,exp2_reverse
0.495238095,6,10,3,perturbation,3,exp2_reverse
0.019047619,6,11,3,perturbation,3,exp2_reverse
-1.385714286,6,12,3,perturbation,3,exp2_reverse
4.161904762,6,13,3,perturbation,4,exp2_reverse
-3.266666667,6,14,3,perturbation,4,exp2_reverse
-20.02857143,6,15,3,reverse perturbation,5,exp2_reverse
-17.29047619,6,16,3,reverse perturbation,5,exp2_reverse
-6.457142857,6,17,3,reverse perturbation,6,exp2_reverse
-5.361904762,6,18,3,reverse perturbation,6,exp2_reverse
-1.719047619,6,19,3,reverse perturbation,6,exp2_reverse
-3.338095238,6,20,3,reverse perturbation,6,exp2_reverse
-0.40952381,6,21,3,reverse perturbation,6,exp2_reverse
-3.957142857,6,22,3,reverse perturbation,6,exp2_reverse
-1.552380952,6,23,3,reverse perturbation,6,exp2_reverse
-4.957142857,6,24,3,reverse perturbation,6,exp2_reverse
-5.195238095,6,25,3,reverse perturbation,6,exp2_reverse
-0.147619048,6,26,3,reverse perturbation,6,exp2_reverse
-1.838095238,6,27,3,reverse perturbation,6,exp2_reverse
-2.980952381,6,28,3,reverse perturbation,7,exp2_reverse
-4.838095238,6,29,3,reverse perturbation,7,exp2_reverse
8.995238095,6,30,3,washout,8,exp2_reverse
1.242857143,6,31,3,washout,8,exp2_reverse
4.995238095,6,32,3,washout,9,exp2_reverse
2.757142857,6,33,3,washout,9,exp2_reverse
4.923809524,6,34,3,washout,9,exp2_reverse
-1.004761905,6,35,3,washout,9,exp2_reverse
1.066666667,6,36,3,washout,9,exp2_reverse
1.090909091,6,1,4,baseline,1,exp2_reverse
0.704545455,6,2,4,baseline,1,exp2_reverse
-3.818181818,6,3,4,baseline,1,exp2_reverse
-0.340909091,6,4,4,baseline,1,exp2_reverse
-0.181818182,6,5,4,baseline,1,exp2_reverse
2.545454545,6,6,4,baseline,1,exp2_reverse
5.727272727,6,7,4,perturbation,2,exp2_reverse
3.840909091,6,8,4,perturbation,2,exp2_reverse
7.909090909,6,9,4,perturbation,3,exp2_reverse
6.568181818,6,10,4,perturbation,3,exp2_reverse
-0.227272727,6,11,4,perturbation,3,exp2_reverse
-1.522727273,6,12,4,perturbation,3,exp2_reverse
7.068181818,6,13,4,perturbation,4,exp2_reverse
3.045454545,6,14,4,perturbation,4,exp2_reverse
-26.84090909,6,15,4,reverse perturbation,5,exp2_reverse
-14.70454545,6,16,4,reverse perturbation,5,exp2_reverse
-4.068181818,6,17,4,reverse perturbation,6,exp2_reverse
-7.227272727,6,18,4,reverse perturbation,6,exp2_reverse
4.522727273,6,19,4,reverse perturbation,6,exp2_reverse
-1.977272727,6,20,4,reverse perturbation,6,exp2_reverse
-1.840909091,6,21,4,reverse perturbation,6,exp2_reverse
0.340909091,6,22,4,reverse perturbation,6,exp2_reverse
1.568181818,6,23,4,reverse perturbation,6,exp2_reverse
1.886363636,6,24,4,reverse perturbation,7,exp2_reverse
3.25,6,25,4,reverse perturbation,7,exp2_reverse
7.727272727,6,26,4,washout,8,exp2_reverse
8.863636364,6,27,4,washout,8,exp2_reverse
4.590909091,6,28,4,washout,9,exp2_reverse
3.545454545,6,29,4,washout,9,exp2_reverse
-0.659090909,6,30,4,washout,9,exp2_reverse
0.25,6,31,4,washout,9,exp2_reverse
1.727272727,7,1,1,baseline,1,exp2_reverse
-3.954545455,7,2,1,baseline,1,exp2_reverse
1.454545455,7,3,1,baseline,1,exp2_reverse
2.318181818,7,4,1,baseline,1,exp2_reverse
-1.545454545,7,5,1,baseline,1,exp2_reverse
4.272727273,7,6,1,perturbation,2,exp2_reverse
3.727272727,7,7,1,perturbation,2,exp2_reverse
4.318181818,7,8,1,perturbation,3,exp2_reverse
4.454545455,7,9,1,perturbation,3,exp2_reverse
-3.636363636,7,10,1,perturbation,3,exp2_reverse
3.181818182,7,11,1,perturbation,4,exp2_reverse
1.727272727,7,12,1,perturbation,4,exp2_reverse
-7.909090909,7,13,1,reverse perturbation,5,exp2_reverse
-5.409090909,7,14,1,reverse perturbation,5,exp2_reverse
-1.363636364,7,15,1,reverse perturbation,6,exp2_reverse
-6.863636364,7,16,1,reverse perturbation,6,exp2_reverse
-6.863636364,7,17,1,reverse perturbation,6,exp2_reverse
-0.409090909,7,18,1,reverse perturbation,6,exp2_reverse
-2.545454545,7,19,1,reverse perturbation,6,exp2_reverse
-1.772727273,7,20,1,reverse perturbation,7,exp2_reverse
-3.045454545,7,21,1,reverse perturbation,7,exp2_reverse
3.590909091,7,22,1,washout,8,exp2_reverse
-1.454545455,7,23,1,washout,8,exp2_reverse
-3.636363636,7,24,1,washout,9,exp2_reverse
-4.181818182,7,25,1,washout,9,exp2_reverse
-5.5,7,26,1,washout,9,exp2_reverse
-1.181818182,7,1,2,baseline,1,exp2_reverse
0.409090909,7,2,2,baseline,1,exp2_reverse
-0.227272727,7,3,2,baseline,1,exp2_reverse
2.181818182,7,4,2,baseline,1,exp2_reverse
-1.181818182,7,5,2,baseline,1,exp2_reverse
7.954545455,7,6,2,perturbation,2,exp2_reverse
3.318181818,7,7,2,perturbation,2,exp2_reverse
-2.909090909,7,8,2,perturbation,3,exp2_reverse
